GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC03_EST_VC26,HC03_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC03_EST_VC28,HC03_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC03_EST_VC31,HC03_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC03_EST_VC34,HC03_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC03_EST_VC35,HC03_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC03_EST_VC36,HC03_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC03_EST_VC39,HC03_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC03_EST_VC40,HC03_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC03_EST_VC41,HC03_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC03_EST_VC42,HC03_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43,HC03_EST_VC43,HC03_MOE_VC43,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC56,HC01_MOE_VC56,HC02_EST_VC56,HC02_MOE_VC56,HC03_EST_VC56,HC03_MOE_VC56,HC01_EST_VC57,HC01_MOE_VC57,HC02_EST_VC57,HC02_MOE_VC57,HC03_EST_VC57,HC03_MOE_VC57,HC01_EST_VC60,HC01_MOE_VC60,HC02_EST_VC60,HC02_MOE_VC60,HC03_EST_VC60,HC03_MOE_VC60,HC01_EST_VC61,HC01_MOE_VC61,HC02_EST_VC61,HC02_MOE_VC61,HC03_EST_VC61,HC03_MOE_VC61
Id,Id2,Geography,Total; Estimate; Civilian population 18 years and over,Total; Margin of Error; Civilian population 18 years and over,Veterans; Estimate; Civilian population 18 years and over,Veterans; Margin of Error; Civilian population 18 years and over,Nonveterans; Estimate; Civilian population 18 years and over,Nonveterans; Margin of Error; Civilian population 18 years and over,Total; Estimate; PERIOD OF SERVICE - Gulf War (9/2001 or later) veterans,Total; Margin of Error; PERIOD OF SERVICE - Gulf War (9/2001 or later) veterans,Veterans; Estimate; PERIOD OF SERVICE - Gulf War (9/2001 or later) veterans,Veterans; Margin of Error; PERIOD OF SERVICE - Gulf War (9/2001 or later) veterans,Nonveterans; Estimate; PERIOD OF SERVICE - Gulf War (9/2001 or later) veterans,Nonveterans; Margin of Error; PERIOD OF SERVICE - Gulf War (9/2001 or later) veterans,Total; Estimate; PERIOD OF SERVICE - Gulf War (8/1990 to 8/2001) veterans,Total; Margin of Error; PERIOD OF SERVICE - Gulf War (8/1990 to 8/2001) veterans,Veterans; Estimate; PERIOD OF SERVICE - Gulf War (8/1990 to 8/2001) veterans,Veterans; Margin of Error; PERIOD OF SERVICE - Gulf War (8/1990 to 8/2001) veterans,Nonveterans; Estimate; PERIOD OF SERVICE - Gulf War (8/1990 to 8/2001) veterans,Nonveterans; Margin of Error; PERIOD OF SERVICE - Gulf War (8/1990 to 8/2001) veterans,Total; Estimate; PERIOD OF SERVICE - Vietnam era veterans,Total; Margin of Error; PERIOD OF SERVICE - Vietnam era veterans,Veterans; Estimate; PERIOD OF SERVICE - Vietnam era veterans,Veterans; Margin of Error; PERIOD OF SERVICE - Vietnam era veterans,Nonveterans; Estimate; PERIOD OF SERVICE - Vietnam era veterans,Nonveterans; Margin of Error; PERIOD OF SERVICE - Vietnam era veterans,Total; Estimate; PERIOD OF SERVICE - Korean War veterans,Total; Margin of Error; PERIOD OF SERVICE - Korean War veterans,Veterans; Estimate; PERIOD OF SERVICE - Korean War veterans,Veterans; Margin of Error; PERIOD OF SERVICE - Korean War veterans,Nonveterans; Estimate; PERIOD OF SERVICE - Korean War veterans,Nonveterans; Margin of Error; PERIOD OF SERVICE - Korean War veterans,Total; Estimate; PERIOD OF SERVICE - World War II veterans,Total; Margin of Error; PERIOD OF SERVICE - World War II veterans,Veterans; Estimate; PERIOD OF SERVICE - World War II veterans,Veterans; Margin of Error; PERIOD OF SERVICE - World War II veterans,Nonveterans; Estimate; PERIOD OF SERVICE - World War II veterans,Nonveterans; Margin of Error; PERIOD OF SERVICE - World War II veterans,Total; Estimate; SEX - Male,Total; Margin of Error; SEX - Male,Veterans; Estimate; SEX - Male,Veterans; Margin of Error; SEX - Male,Nonveterans; Estimate; SEX - Male,Nonveterans; Margin of Error; SEX - Male,Total; Estimate; SEX - Female,Total; Margin of Error; SEX - Female,Veterans; Estimate; SEX - Female,Veterans; Margin of Error; SEX - Female,Nonveterans; Estimate; SEX - Female,Nonveterans; Margin of Error; SEX - Female,Total; Estimate; AGE - 18 to 34 years,Total; Margin of Error; AGE - 18 to 34 years,Veterans; Estimate; AGE - 18 to 34 years,Veterans; Margin of Error; AGE - 18 to 34 years,Nonveterans; Estimate; AGE - 18 to 34 years,Nonveterans; Margin of Error; AGE - 18 to 34 years,Total; Estimate; AGE - 35 to 54 years,Total; Margin of Error; AGE - 35 to 54 years,Veterans; Estimate; AGE - 35 to 54 years,Veterans; Margin of Error; AGE - 35 to 54 years,Nonveterans; Estimate; AGE - 35 to 54 years,Nonveterans; Margin of Error; AGE - 35 to 54 years,Total; Estimate; AGE - 55 to 64 years,Total; Margin of Error; AGE - 55 to 64 years,Veterans; Estimate; AGE - 55 to 64 years,Veterans; Margin of Error; AGE - 55 to 64 years,Nonveterans; Estimate; AGE - 55 to 64 years,Nonveterans; Margin of Error; AGE - 55 to 64 years,Total; Estimate; AGE - 65 to 74 years,Total; Margin of Error; AGE - 65 to 74 years,Veterans; Estimate; AGE - 65 to 74 years,Veterans; Margin of Error; AGE - 65 to 74 years,Nonveterans; Estimate; AGE - 65 to 74 years,Nonveterans; Margin of Error; AGE - 65 to 74 years,Total; Estimate; AGE - 75 years and over,Total; Margin of Error; AGE - 75 years and over,Veterans; Estimate; AGE - 75 years and over,Veterans; Margin of Error; AGE - 75 years and over,Nonveterans; Estimate; AGE - 75 years and over,Nonveterans; Margin of Error; AGE - 75 years and over,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - White,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Black or African American,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - American Indian and Alaska Native,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Asian,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Native Hawaiian and Other Pacific Islander,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - One race - Some other race,Total; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Veterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Veterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Nonveterans; Estimate; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Nonveterans; Margin of Error; RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino (of any race),Total; Margin of Error; Hispanic or Latino (of any race),Veterans; Estimate; Hispanic or Latino (of any race),Veterans; Margin of Error; Hispanic or Latino (of any race),Nonveterans; Estimate; Hispanic or Latino (of any race),Nonveterans; Margin of Error; Hispanic or Latino (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Veterans; Estimate; White alone, not Hispanic or Latino","Veterans; Margin of Error; White alone, not Hispanic or Latino","Nonveterans; Estimate; White alone, not Hispanic or Latino","Nonveterans; Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income,Total; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income,Veterans; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income,Veterans; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income,Nonveterans; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income,Nonveterans; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income,Total; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Male,Total; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Male,Veterans; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Male,Veterans; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Male,Nonveterans; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Male,Nonveterans; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Male,Total; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Female,Total; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Female,Veterans; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Female,Veterans; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Female,Nonveterans; Estimate; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Female,Nonveterans; Margin of Error; MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2014 INFLATION-ADJUSTED DOLLARS) - Civilian population 18 years and over with income - Female,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over,Veterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over,Veterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over,Nonveterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over,Nonveterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Less than high school graduate,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Less than high school graduate,Veterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Less than high school graduate,Veterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Less than high school graduate,Nonveterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Less than high school graduate,Nonveterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Less than high school graduate,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - High school graduate (includes equivalency),Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - High school graduate (includes equivalency),Veterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - High school graduate (includes equivalency),Veterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - High school graduate (includes equivalency),Nonveterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - High school graduate (includes equivalency),Nonveterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - High school graduate (includes equivalency),Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Some college or associate's degree,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Some college or associate's degree,Veterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Some college or associate's degree,Veterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Some college or associate's degree,Nonveterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Some college or associate's degree,Nonveterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Some college or associate's degree,Total; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Bachelor's degree or higher,Total; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Bachelor's degree or higher,Veterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Bachelor's degree or higher,Veterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Bachelor's degree or higher,Nonveterans; Estimate; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Bachelor's degree or higher,Nonveterans; Margin of Error; EDUCATIONAL ATTAINMENT - Civilian population 25 years and over - Bachelor's degree or higher,Total; Estimate; EMPLOYMENT STATUS - Civilian population 18 to 64 years,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 18 to 64 years,Veterans; Estimate; EMPLOYMENT STATUS - Civilian population 18 to 64 years,Veterans; Margin of Error; EMPLOYMENT STATUS - Civilian population 18 to 64 years,Nonveterans; Estimate; EMPLOYMENT STATUS - Civilian population 18 to 64 years,Nonveterans; Margin of Error; EMPLOYMENT STATUS - Civilian population 18 to 64 years,Total; Estimate; EMPLOYMENT STATUS - Civilian population 18 to 64 years - Labor force participation rate,Total; Margin of Error; EMPLOYMENT STATUS - Civilian population 18 to 64 years - Labor force participation rate,Veterans; Estimate; EMPLOYMENT STATUS - Civilian population 18 to 64 years - Labor force participation rate,Veterans; Margin of Error; EMPLOYMENT STATUS - Civilian population 18 to 64 years - Labor force participation rate,Nonveterans; Estimate; EMPLOYMENT STATUS - Civilian population 18 to 64 years - Labor force participation rate,Nonveterans; Margin of Error; EMPLOYMENT STATUS - Civilian population 18 to 64 years - Labor force participation rate,Total; Estimate; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years,Total; Margin of Error; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years,Veterans; Estimate; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years,Veterans; Margin of Error; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years,Nonveterans; Estimate; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years,Nonveterans; Margin of Error; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years,Total; Estimate; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years - Unemployment rate,Total; Margin of Error; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years - Unemployment rate,Veterans; Estimate; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years - Unemployment rate,Veterans; Margin of Error; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years - Unemployment rate,Nonveterans; Estimate; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years - Unemployment rate,Nonveterans; Margin of Error; EMPLOYMENT STATUS - Civilian labor force 18 to 64 years - Unemployment rate,Total; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Civilian population 18 years and over for whom poverty status is determined,Total; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Civilian population 18 years and over for whom poverty status is determined,Veterans; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Civilian population 18 years and over for whom poverty status is determined,Veterans; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Civilian population 18 years and over for whom poverty status is determined,Nonveterans; Estimate; POVERTY STATUS IN THE PAST 12 MONTHS - Civilian population 18 years and over for whom poverty status is determined,Nonveterans; Margin of Error; POVERTY STATUS IN THE PAST 12 MONTHS - Civilian population 18 years and over for whom poverty status is determined,Total; Estimate; Below poverty in the past 12 months,Total; Margin of Error; Below poverty in the past 12 months,Veterans; Estimate; Below poverty in the past 12 months,Veterans; Margin of Error; Below poverty in the past 12 months,Nonveterans; Estimate; Below poverty in the past 12 months,Nonveterans; Margin of Error; Below poverty in the past 12 months,Total; Estimate; DISABILITY STATUS - Civilian population 18 years and over for whom poverty status is determined,Total; Margin of Error; DISABILITY STATUS - Civilian population 18 years and over for whom poverty status is determined,Veterans; Estimate; DISABILITY STATUS - Civilian population 18 years and over for whom poverty status is determined,Veterans; Margin of Error; DISABILITY STATUS - Civilian population 18 years and over for whom poverty status is determined,Nonveterans; Estimate; DISABILITY STATUS - Civilian population 18 years and over for whom poverty status is determined,Nonveterans; Margin of Error; DISABILITY STATUS - Civilian population 18 years and over for whom poverty status is determined,Total; Estimate; With any disability,Total; Margin of Error; With any disability,Veterans; Estimate; With any disability,Veterans; Margin of Error; With any disability,Nonveterans; Estimate; With any disability,Nonveterans; Margin of Error; With any disability,Total; Estimate; PERCENT IMPUTED - Veteran status for the population 18 years and over,Total; Margin of Error; PERCENT IMPUTED - Veteran status for the population 18 years and over,Veterans; Estimate; PERCENT IMPUTED - Veteran status for the population 18 years and over,Veterans; Margin of Error; PERCENT IMPUTED - Veteran status for the population 18 years and over,Nonveterans; Estimate; PERCENT IMPUTED - Veteran status for the population 18 years and over,Nonveterans; Margin of Error; PERCENT IMPUTED - Veteran status for the population 18 years and over,Total; Estimate; PERCENT IMPUTED - Period of service for the civilian veteran population 18 years and over,Total; Margin of Error; PERCENT IMPUTED - Period of service for the civilian veteran population 18 years and over,Veterans; Estimate; PERCENT IMPUTED - Period of service for the civilian veteran population 18 years and over,Veterans; Margin of Error; PERCENT IMPUTED - Period of service for the civilian veteran population 18 years and over,Nonveterans; Estimate; PERCENT IMPUTED - Period of service for the civilian veteran population 18 years and over,Nonveterans; Margin of Error; PERCENT IMPUTED - Period of service for the civilian veteran population 18 years and over
0400000US01,01,Alabama,3728029,3119,344304,7540,3383725,8288,(X),(X),16.1,0.9,(X),(X),(X),(X),23.1,1.1,(X),(X),(X),(X),38.0,1.2,(X),(X),(X),(X),9.5,0.5,(X),(X),(X),(X),4.2,0.5,(X),(X),47.5,0.1,91.6,0.8,43.0,0.1,52.5,0.1,8.4,0.8,57.0,0.1,29.3,0.1,7.8,0.6,31.5,0.1,33.8,0.1,25.4,1.1,34.6,0.2,16.9,0.1,21.9,0.9,16.4,0.1,11.6,0.1,24.7,0.9,10.3,0.1,8.4,0.1,20.3,0.7,7.2,0.1,N,N,N,N,N,N,70.4,0.1,74.9,1.1,69.9,0.2,25.7,0.1,22.2,1.0,26.1,0.2,0.5,0.1,0.6,0.2,0.4,0.1,1.2,0.1,0.2,0.1,1.3,0.1,N,N,N,N,N,N,1.1,0.1,0.6,0.2,1.1,0.1,1.1,0.1,1.5,0.3,1.1,0.1,3.2,0.1,2.0,0.4,3.3,0.1,68.4,0.1,73.6,1.1,67.9,0.1,22595,294,35573,728,21655,183,(X),(X),36046,741,28011,790,(X),(X),25787,5125,18051,289,3245898,5180,339797,7550,2906101,8684,15.3,0.4,7.3,0.7,16.3,0.4,31.7,0.5,29.0,1.2,32.0,0.5,29.6,0.5,38.2,1.4,28.6,0.5,23.4,0.4,25.5,1.2,23.1,0.4,2981517,3572,189579,5332,2791938,6483,69.9,0.4,72.0,1.6,69.8,0.4,2085527,11802,136509,4940,1949018,11940,8.6,0.3,5.5,1.0,8.8,0.4,3623860,3145,340399,7481,3283461,8325,16.8,0.5,8.6,0.7,17.6,0.5,3623860,3145,340399,7481,3283461,8325,20.0,0.3,32.4,1.3,18.7,0.3,7.3,(X),(X),(X),(X),(X),10.4,(X),(X),(X),(X),(X)
